ID,Orderable Part,Root Part,ProductFamily,description,ProductLifeCycle
21962,MAX6651EVKIT,MAX6651EVKIT,Signal Chain,Eval Kit/System  MAX6651 (Fan-Speed Regulators and Monitors withSMBus™/I²C-Compatible Interface),PRODUCTION
21963,MAX6652AUB+,MAX6652,Signal Chain,Temperature Sensor and System Monitor in a 10-Pin µMAX,PRODUCTION
21964,MAX6652AUB+T,MAX6652,Signal Chain,Temperature Sensor and System Monitor in a 10-Pin µMAX,PRODUCTION
21965,MAX6653AEE+,MAX6653,Signal Chain,Temperature Monitors and PWM Fan Controllers,PRODUCTION
21966,MAX6653AEE+T,MAX6653,Signal Chain,Temperature Monitors and PWM Fan Controllers,PRODUCTION
21967,MAX6653EVKIT,MAX6653EVKIT,Signal Chain,"Eval Kit/System MAX6653, MAX6663, MAX6664 (Temperature Monitors and PWMFan Controllers)",PRODUCTION
21968,MAX6654EVKIT,MAX6654EVKIT,Signal Chain,Eval Kit MAX6654 (1°C Accurate Remote/Local Temperature Sensor withSMBus Serial Interface),PRODUCTION
21969,MAX6654MEE+,MAX6654,Signal Chain,1°C Accurate Remote/Local Temperature Sensor with SMBus Serial Interface,PRODUCTION
21970,MAX6654MEE+T,MAX6654,Signal Chain,1°C Accurate Remote/Local Temperature Sensor with SMBus Serial Interface,PRODUCTION
21971,MAX6655EVKIT,MAX6655EVKIT,Signal Chain,Eval Kit/System Kit MAX6655-6656 (Dual Remote/Local Temperature Sensors& Four-Channel Voltage Monito,PRODUCTION
21972,MAX6655MEE+,MAX6655,Signal Chain,Dual Remote/Local Temperature Sensors and Four-Channel Voltage Monitors,PRODUCTION
21973,MAX6655MEE+T,MAX6655,Signal Chain,Dual Remote/Local Temperature Sensors and Four-Channel Voltage Monitors,PRODUCTION
21974,MAX6656MEE+,MAX6656,Signal Chain,Dual Remote/Local Temperature Sensors and Four-Channel Voltage Monitors,PRODUCTION
21975,MAX6656MEE+T,MAX6656,Signal Chain,Dual Remote/Local Temperature Sensors and Four-Channel Voltage Monitors,PRODUCTION
21976,MAX6657MSA+,MAX6657,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms",PRODUCTION
21977,MAX6657MSA+T,MAX6657,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms",PRODUCTION
21978,MAX6658MSA+,MAX6658,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms",PRODUCTION
21979,MAX6658MSA+T,MAX6658,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms",PRODUCTION
21980,MAX6659MEE+,MAX6659,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms",PRODUCTION
21981,MAX6659MEE+T,MAX6659,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms",PRODUCTION
21982,MAX665CPA+,MAX665,Power & Data Conv,8V CMOS Switched-Capacitor Voltage Converter,MATURE
21983,MAX665CWE+,MAX665,Power & Data Conv,8V CMOS Switched-Capacitor Voltage Converter,MATURE
21984,MAX665CWE+T,MAX665,Power & Data Conv,8V CMOS Switched-Capacitor Voltage Converter,MATURE
21985,MAX6660AEE+,MAX6660,Signal Chain,Remote-Junction Temperature-Controlled Fan-Speed Regulator with SMBus Interface,PRODUCTION
21986,MAX6660AEE+T,MAX6660,Signal Chain,Remote-Junction Temperature-Controlled Fan-Speed Regulator with SMBus Interface,PRODUCTION
21987,MAX6660EVKIT,MAX6660EVKIT,Signal Chain,Eval Kit/System Kit MAX6660 (Remote Temperature-Controlled Fan-SpeedRegulator w/ SMBus Interface),PRODUCTION
21988,MAX6662EVKIT+,MAX6662EVKIT,Signal Chain,Eval Kit MAX6662 (12-Bit + Sign Temperature Sensor with SPI-CompatibleSerial Interface),PRODUCTION
21989,MAX6662MSA+,MAX6662,Signal Chain,12-Bit + Sign Temperature Sensor with SPI-Compatible Serial Interface,PRODUCTION
21990,MAX6662MSA+T,MAX6662,Signal Chain,12-Bit + Sign Temperature Sensor with SPI-Compatible Serial Interface,PRODUCTION
21991,MAX6663AEE+,MAX6663,Signal Chain,Temperature Monitors and PWM Fan Controllers,PRODUCTION
21992,MAX6663AEE+T,MAX6663,Signal Chain,Temperature Monitors and PWM Fan Controllers,PRODUCTION
21993,MAX6664AEE+,MAX6664,Signal Chain,Temperature Monitors and PWM Fan Controllers,PRODUCTION
21994,MAX6664AEE+T,MAX6664,Signal Chain,Temperature Monitors and PWM Fan Controllers,PRODUCTION
21995,MAX6665ASA40+,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
21996,MAX6665ASA40+T,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
21997,MAX6665ASA45+,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
21998,MAX6665ASA45+T,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
21999,MAX6665ASA50+,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
22000,MAX6665ASA50+T,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
22001,MAX6665ASA55+,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
22002,MAX6665ASA55+T,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
22003,MAX6665ASA60+,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
22004,MAX6665ASA60+T,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
22005,MAX6665ASA65+,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
22006,MAX6665ASA65+T,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
22007,MAX6665ASA70+,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
22008,MAX6665ASA70+T,MAX6665,Signal Chain,Fan Controller/Driver with Factory-Programmed Temperature Thresholds,PRODUCTION
22009,MAX666C/D,MAX666,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
22010,MAX666CPA+,MAX666,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
22011,MAX666CSA+,MAX666,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
22012,MAX666CSA+T,MAX666,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
22013,MAX666EPA+,MAX666,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
22014,MAX666ESA+,MAX666,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
22015,MAX666ESA+T,MAX666,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
22016,MAX666MJA,MAX666,Signal Chain,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
22017,MAX666MJA/883B,MAX666,Signal Chain,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
22018,MAX6673AXK+,MAX6673,Signal Chain,PWM Output Temperature Sensors in SC70 Packages,PRODUCTION
22019,MAX6673AXK+T,MAX6673,Signal Chain,PWM Output Temperature Sensors in SC70 Packages,PRODUCTION
22020,MAX6674ISA+,MAX6674,Signal Chain,Cold-Junction-Compensated K-Thermocouple-to-Digital Converter (0°C to +128°C),MATURE
22021,MAX6674ISA+T,MAX6674,Signal Chain,Cold-Junction-Compensated K-Thermocouple-to-Digital Converter (0°C to+128°C),MATURE
22022,MAX6675EVKIT,MAX6675EVKIT,Signal Chain,Eval Kit MAX6675 (Cold-Junction-Compensated K-Thermocouple-to-DigitalConverter (0°C to +1024°C)),PRODUCTION
22023,MAX6675ISA+,MAX6675,Signal Chain,Cold-Junction-Compensated K-Thermocouple-to-Digital Converter (0°C to +1024°C),PRODUCTION
22024,MAX6675ISA+T,MAX6675,Signal Chain,Cold-Junction-Compensated K-Thermocouple-to-Digital Converter (0°C to +1024°C),PRODUCTION
22025,MAX667CPA+,MAX667,Power & Data Conv,"+5V Programmable, Low-Dropout Voltage Regulator",PRODUCTION
22026,MAX667CSA+,MAX667,Power & Data Conv,"+5V Programmable, Low-Dropout Voltage Regulator",PRODUCTION
22027,MAX667CSA+T,MAX667,Power & Data Conv,"+5V Programmable, Low-Dropout Voltage Regulator",PRODUCTION
22028,MAX667EPA+,MAX667,Power & Data Conv,"+5V Programmable, Low-Dropout Voltage Regulator",PRODUCTION
22029,MAX667ESA+,MAX667,Power & Data Conv,"+5V Programmable, Low-Dropout Voltage Regulator",PRODUCTION
22030,MAX667ESA+T,MAX667,Power & Data Conv,"+5V Programmable, Low-Dropout Voltage Regulator",PRODUCTION
22031,MAX667MJA,MAX667,Signal Chain,"+5V Programmable, Low-Dropout Voltage Regulator",PRODUCTION
22032,MAX667MJA/883B,MAX667,Signal Chain,"+5V Programmable, Low-Dropout Voltage Regulator",PRODUCTION
22033,MAX667MSA/PR+,MAX667,Signal Chain,"+5V Programmable, Low-Dropout Voltage Regulator",PRODUCTION
22034,MAX6680MEE+,MAX6680,Signal Chain,±1°C Fail-Safe Remote/Local Temperature Sensors with SMBus Interface,PRODUCTION
22035,MAX6680MEE+T,MAX6680,Signal Chain,±1°C Fail-Safe Remote/Local Temperature Sensors with SMBus Interface,PRODUCTION
22036,MAX6681EVKIT,MAX6681EVKIT,Signal Chain,Eval Kit/System MAX6681 (±1°C Fail-Safe Remote/Local Temperature Sensorswith SMBus Interface),PRODUCTION
22037,MAX6681MEE+,MAX6681,Signal Chain,±1°C Fail-Safe Remote/Local Temperature Sensors with SMBus Interface,PRODUCTION
22038,MAX6681MEE+T,MAX6681,Signal Chain,±1°C Fail-Safe Remote/Local Temperature Sensors with SMBus Interface,PRODUCTION
22039,MAX6682MUA+,MAX6682,Signal Chain,Thermistor-to-Digital Converter,PRODUCTION
22040,MAX6682MUA+T,MAX6682,Signal Chain,Thermistor-to-Digital Converter,PRODUCTION
22041,MAX6683AUB+,MAX6683,Signal Chain,Temperature Sensor and System Monitor in a 10-Pin µMAX,PRODUCTION
22042,MAX6683AUB+T,MAX6683,Signal Chain,Temperature Sensor and System Monitor in a 10-Pin µMAX,PRODUCTION
22043,MAX6683EVCMODU,MAX6683EVCMODU,Signal Chain,Eval System/Kit MAX6683 (Temperature Sensor and System Monitor in a10-Pin µMAX),PRODUCTION
22044,MAX6683EVKIT,MAX6683EVKIT,Signal Chain,Eval Kit/System MAX6683 (Temperature Sensor and System Monitor in a10-Pin µMAX),PRODUCTION
22045,MAX6683EVSYS,MAX6683,Signal Chain,Eval Kit/System MAX6683 (Temperature Sensor and System Monitor in a10-Pin µMAX),PRODUCTION
22046,MAX6684ESA+,MAX6684,Signal Chain,Fan-Failure Detector with Integrated Power Switch,PRODUCTION
22047,MAX6684ESA+T,MAX6684,Signal Chain,Fan-Failure Detector with Integrated Power Switch,PRODUCTION
22048,MAX6686AU40L+,MAX6686,Signal Chain,Dual-Output Remote-Junction Temperature Switches,PRODUCTION
22049,MAX6686AU75H+,MAX6686,Signal Chain,Dual-Output Remote-Junction Temperature Switches,PRODUCTION
22050,MAX6686AU75H+T,MAX6686,Signal Chain,Dual-Output Remote-Junction Temperature Switches,PRODUCTION
22051,MAX6686AU75L+,MAX6686,Signal Chain,Dual-Output Remote-Junction Temperature Switches,PRODUCTION
22052,MAX6686AU75L+T,MAX6686,Signal Chain,Dual-Output Remote-Junction Temperature Switches,PRODUCTION
22053,MAX6689UP34+,MAX6689,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22054,MAX6689UP34+T,MAX6689,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22055,MAX6689UP9A+,MAX6689,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22056,MAX6689UP9A+T,MAX6689,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22057,MAX668EUB+,MAX668,Power & Data Conv,"1.8V to 28V Input, PWM Step-Up Controllers in µMAX",PRODUCTION
22058,MAX668EUB+T,MAX668,Power & Data Conv,"1.8V to 28V Input, PWM Step-Up Controllers in µMAX",PRODUCTION
22059,MAX668EVKIT+,MAX668EVKIT,Power & Data Conv,Eval Kit/System Kit MAX6681 (±1°C Fail-Safe Remote/Local TemperatureSensors with SMBus Interface),PRODUCTION
22060,MAX6690MEE+,MAX6690,Signal Chain,2°C Accurate Remote/Local Temperature Sensor with SMBus Serial Interface,PRODUCTION
22061,MAX6690MEE+T,MAX6690,Signal Chain,2°C Accurate Remote/Local Temperature Sensor with SMBus Serial Interface,PRODUCTION
22062,MAX6691MUB+,MAX6691,Signal Chain,Four-Channel Thermistor Temperature-to-Pulse-Width Converter,PRODUCTION
22063,MAX6691MUB+T,MAX6691,Signal Chain,Four-Channel Thermistor Temperature-to-Pulse-Width Converter,PRODUCTION
22064,MAX6692MSA+,MAX6692,Signal Chain,Precision SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms,PRODUCTION
22065,MAX6692MUA+,MAX6692,Signal Chain,Precision SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms,PRODUCTION
22066,MAX6692MUA+T,MAX6692,Signal Chain,Precision SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms,PRODUCTION
22067,MAX6692YMSA+,MAX6692,Signal Chain,Precision SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms,PRODUCTION
22068,MAX6692YMSA+T,MAX6692,Signal Chain,Precision SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms,PRODUCTION
22069,MAX6692YMUA+,MAX6692,Signal Chain,Precision SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms,PRODUCTION
22070,MAX6692YMUA+T,MAX6692,Signal Chain,Precision SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms,PRODUCTION
22071,MAX6693UP9A+,MAX6693,Signal Chain,7-Channel Precision Temperature Monitor with Beta Compensation,PRODUCTION
22072,MAX6693UP9A+T,MAX6693,Signal Chain,7-Channel Precision Temperature Monitor with Beta Compensation,PRODUCTION
22073,MAX6694TE9A+,MAX6694,Signal Chain,5-Channel Precision Temperature Monitor with Beta Compensation,PRODUCTION
22074,MAX6694TE9A+T,MAX6694,Signal Chain,5-Channel Precision Temperature Monitor with Beta Compensation,PRODUCTION
22075,MAX6694UE9A+,MAX6694,Signal Chain,5-Channel Precision Temperature Monitor with Beta Compensation,PRODUCTION
22076,MAX6695AUB+,MAX6695,Signal Chain,Dual Remote/Local Temperature Sensors with SMBus Serial Interface,PRODUCTION
22077,MAX6695AUB+T,MAX6695,Signal Chain,Dual Remote/Local Temperature Sensors with SMBus Serial Interface,PRODUCTION
22078,MAX6695EVCMOD2,MAX6695EVCMOD2,Signal Chain,Eval Kit/System MAX6695 (Dual Remote/Local Temperature Sensors withSMBus Serial Interface),PRODUCTION
22079,MAX6695EVKIT,MAX6695EVKIT,Signal Chain,Eval Kit/System MAX6695 (Dual Remote/Local Temperature Sensors withSMBus Serial Interface),PRODUCTION
22080,MAX6695YAUB+,MAX6695,Signal Chain,Dual Remote/Local Temperature Sensors with SMBus Serial Interface,PRODUCTION
22081,MAX6695YAUB+T,MAX6695,Signal Chain,Dual Remote/Local Temperature Sensors with SMBus Serial Interface,PRODUCTION
22082,MAX6696AEE+,MAX6696,Signal Chain,Dual Remote/Local Temperature Sensors with SMBus Serial Interface,PRODUCTION
22083,MAX6696AEE+T,MAX6696,Signal Chain,Dual Remote/Local Temperature Sensors with SMBus Serial Interface,PRODUCTION
22084,MAX6696YAEE+,MAX6696,Signal Chain,Dual Remote/Local Temperature Sensors with SMBus Serial Interface,PRODUCTION
22085,MAX6696YAEE+T,MAX6696,Signal Chain,Dual Remote/Local Temperature Sensors with SMBus Serial Interface,PRODUCTION
22086,MAX6697EP34+,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22087,MAX6697EP34+T,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22088,MAX6697EP38+,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22089,MAX6697EP38+T,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22090,MAX6697EP99+,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22091,MAX6697EP99+T,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22092,MAX6697EP9C+,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22093,MAX6697UP34+,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22094,MAX6697UP34+T,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22095,MAX6697UP38+,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22096,MAX6697UP38+T,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22097,MAX6697UP99+,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22098,MAX6697UP99+T,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22099,MAX6697UP9C+,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22100,MAX6697UP9C+T,MAX6697,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
22101,MAX6698EE38+,MAX6698,Signal Chain,"7-Channel Precision Remote-Diode, Thermistor, and Local Temperature Monitor",PRODUCTION
22102,MAX6698EE38+T,MAX6698,Signal Chain,"7-Channel Precision Remote-Diode, Thermistor, and Local Temperature Monitor",PRODUCTION
22103,MAX6698EE99+,MAX6698,Signal Chain,"7-Channel Precision Remote-Diode, Thermistor, and Local Temperature Monitor",PRODUCTION
22104,MAX6698UE34+,MAX6698,Signal Chain,"7-Channel Precision Remote-Diode, Thermistor, and Local Temperature Monitor",PRODUCTION
22105,MAX6698UE38+,MAX6698,Signal Chain,"7-Channel Precision Remote-Diode, Thermistor, and Local Temperature Monitor",PRODUCTION
22106,MAX6698UE38+T,MAX6698,Signal Chain,"7-Channel Precision Remote-Diode, Thermistor, and Local Temperature Monitor",PRODUCTION
22107,MAX6698UE99+,MAX6698,Signal Chain,"7-Channel Precision Remote-Diode, Thermistor, and Local Temperature Monitor",PRODUCTION
22108,MAX6699EE34+,MAX6699,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
22109,MAX6699EE34+T,MAX6699,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
22110,MAX6699EE38+,MAX6699,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
22111,MAX6699EE38+T,MAX6699,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
22112,MAX6699EE99+,MAX6699,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
22113,MAX6699EE99+T,MAX6699,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
22114,MAX6699EE9C+,MAX6699,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
22115,MAX6699UE34+,MAX6699,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
22116,MAX6699UE34+T,MAX6699,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
22117,MAX6699UE38+,MAX6699,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
22118,MAX6699UE99+,MAX6699,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
22119,MAX6699UE9C+,MAX6699,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
22120,MAX6699UE9C+T,MAX6699,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
22121,MAX669EUB+,MAX669,Power & Data Conv,"1.8V to 28V Input, PWM Step-Up Controllers in µMAX",PRODUCTION
22122,MAX669EUB+T,MAX669,Power & Data Conv,"1.8V to 28V Input, PWM Step-Up Controllers in µMAX",PRODUCTION
22123,MAX669EUB/V+,MAX669,Auto Power,"1.8V to 28V Input, PWM Step-Up Controllers in µMAX",PRODUCTION
22124,MAX669EUB/V+T,MAX669,Auto Power,"1.8V to 28V Input, PWM Step-Up Controllers in µMAX",PRODUCTION
22125,MAX6700UT+,MAX6700,Signal Chain,"Low-Voltage, High-Accuracy, Triple/Quad Voltage µP Supervisory Circuits in SOT Package",PRODUCTION
22126,MAX6700UT+T,MAX6700,Signal Chain,"Low-Voltage, High-Accuracy, Triple/Quad Voltage µP Supervisory Circuits in SOT Package",PRODUCTION
22127,MAX6701ALKA+,MAX6701,Signal Chain,"Low-Voltage, SOT23, µP Supervisors with Power-Fail In/Out, Manual Reset,and Watchdog Timer",PRODUCTION
22128,MAX6701ALKA+T,MAX6701,Signal Chain,"Low-Voltage, SOT23, µP Supervisors with Power-Fail In/Out, Manual Reset,and Watchdog Timer",PRODUCTION
22129,MAX6701ASKA+,MAX6701,Signal Chain,"Low-Voltage, SOT23, µP Supervisors with Power-Fail In/Out, Manual Reset, and Watchdog Timer",PRODUCTION
22130,MAX6701ASKA+T,MAX6701,Signal Chain,"Low-Voltage, SOT23, µP Supervisors with Power-Fail In/Out, Manual Reset, and Watchdog Timer",PRODUCTION
22131,MAX6701ATKA+,MAX6701,Signal Chain,"Low-Voltage, SOT23, µP Supervisors with Power-Fail In/Out, Manual Reset, and Watchdog Timer",PRODUCTION
22132,MAX6701ATKA+T,MAX6701,Signal Chain,"Low-Voltage, SOT23, µP Supervisors with Power-Fail In/Out, Manual Reset, and Watchdog Timer",PRODUCTION
22133,MAX6701LKA+,MAX6701,Signal Chain,"Low-Voltage, SOT23, µP Supervisors with Power-Fail In/Out, Manual Reset, and Watchdog Timer",PRODUCTION
22134,MAX6701LKA+T,MAX6701,Signal Chain,"Low-Voltage, SOT23, µP Supervisors with Power-Fail In/Out, Manual Reset, and Watchdog Timer",PRODUCTION
22135,MAX6701MKA+,MAX6701,Signal Chain,"Low-Voltage, SOT23, µP Supervisors with Power-Fail In/Out, Manual Reset, and Watchdog Timer",PRODUCTION
22136,MAX6701MKA+T,MAX6701,Signal Chain,"Low-Voltage, SOT23, uP Supervisors with Power-Fail In/Out, Manual Reset, and Watchdog Timer",PRODUCTION
22137,MAX6701SKA+,MAX6701,Signal Chain,"Low-Voltage, SOT23, µP Supervisors with Power-Fail In/Out, Manual Reset, and Watchdog Timer",PRODUCTION
22138,MAX6701SKA+T,MAX6701,Signal Chain,"Low-Voltage, SOT23, µP Supervisors with Power-Fail In/Out, Manual Reset, and Watchdog Timer",PRODUCTION
